tau,label,pca1,pca2
1,0,0.68986106,22.947645
1,0,-1.0956457,0.6294538
1,0,0.77057016,22.97436
1,0,-1.0470932,0.6673165
1,0,-1.5452248,-0.8393546
1,0,-0.6830623,2.9717894
1,0,0.86986244,23.115738
1,0,36.35985,-1.6670685
1,0,31.043276,-0.0023068339
1,0,36.833614,1.1963902
1,0,27.901226,-6.639896
1,0,-1.6184821,-1.8756177
1,0,2.2620106,59.871582
1,0,36.50407,-2.2870026
1,0,-1.0545814,2.1716309
1,0,-1.7421803,-1.8906845
1,0,-1.329595,-2.3549829
1,0,-1.3449334,0.7522823
1,0,-1.5185006,0.31217742
1,0,-1.0028042,1.2580693
1,0,-1.1558907,-1.2891626
1,0,-1.4054683,-1.227001
1,0,-1.816118,-0.26744768
1,0,3.9433618,14.900222
1,0,1.6627289,21.159185
1,0,-1.7193466,-1.768027
1,0,-0.3292786,-2.7559736
1,0,9.64299,-2.4010937
1,0,-0.9868566,-1.777901
1,0,30.16449,2.1484482
1,0,0.9434098,23.6017
1,0,-1.6168334,-0.97131014
1,0,0.48365152,5.9066405
1,0,-0.98795635,-1.7278862
1,0,-1.2012532,-2.0258133
1,0,-1.3690202,-2.183276
1,0,-1.5961995,-0.9778298
1,0,0.25288546,5.0193357
1,0,-0.4469385,3.4125366
1,0,-1.687809,-1.0635989
1,0,-1.7536418,-2.1829436
1,0,-1.2109711,-1.5256662
1,0,-2.3700693,0.016370032
1,0,-1.6089817,-0.39405552
1,0,1.2448283,13.025019
1,0,1.4521288,7.1599855
1,0,-1.7827101,-1.6654013
1,0,36.731724,-3.7214713
1,0,-1.2774994,-0.6504089
1,0,-0.9708688,-2.1479485
1,0,-0.37277246,2.6451635
1,0,-1.3378546,-0.5153464
1,0,1.0063862,23.784864
1,0,0.5242224,-1.1806501
1,0,36.481155,-2.226492
1,0,-1.6747248,-1.8276175
1,0,8.680442,-2.7197096
1,0,0.6134262,19.678295
1,0,-1.5647076,-1.6335708
1,0,-2.8439362,0.26283553
1,0,-1.2238986,-1.3417293
1,0,3.3960075,-2.5878758
1,0,4.362467,-2.501677
1,0,32.25702,-6.994121
1,0,7.467522,18.287912
1,0,-1.1728135,-1.8913397
1,0,36.22986,-1.6097234
1,0,-0.03596866,7.1558137
1,0,0.898141,9.394736
1,0,-1.7186198,-1.9905334
1,0,-1.7901273,-1.9777452
1,0,-1.8509462,-0.74866974
1,0,0.5884929,2.3787518
1,0,-1.2659261,-0.4170353
1,0,-1.1855371,-1.5769184
1,0,-1.456778,-2.2803972
1,0,-1.1693867,0.611922
1,0,-1.1410998,-0.043796334
1,0,-1.5170761,-1.8814665
1,0,0.5741012,0.9917801
1,0,-1.7261782,-1.0381835
1,0,2.676476,59.718597
1,0,0.4613874,0.47139412
1,0,-1.1111277,-0.22127458
1,0,-0.5205178,-2.9451115
1,0,-1.3085812,-1.7924441
1,0,-0.83609647,-1.9140551
1,1,-1.6944717,-1.1642395
1,0,0.8890189,9.433741
1,0,-1.6701567,-1.2103982
1,0,-0.79436743,-2.6757765
1,0,0.032737255,-1.8194029
1,0,-0.7352973,-3.2040591
1,0,0.84166026,9.219097
1,0,-1.7910166,-1.4923067
1,0,-1.8421558,-1.3274657
1,0,1.36161,-2.914779
1,0,3.2700005,-0.9360348
1,0,0.23611498,5.777735
1,0,-1.5567659,-0.81526107
1,0,-0.8423332,0.5478409
1,0,7.59578,18.226784
1,0,-1.0833673,-1.1583303
1,0,-2.1888409,-1.6366333
1,0,-1.7057681,-1.7114731
1,0,-1.9006505,-2.0713508
1,0,-1.8410385,-0.97585464
1,0,0.24034214,5.1283817
1,0,-1.3949938,-1.915132
1,0,-0.28741413,-3.35642
1,0,0.2851367,5.232746
1,0,0.6561123,-1.3823678
1,0,-1.3342036,-1.4199784
1,0,-1.6777574,1.131818
1,0,0.93188965,23.341715
1,0,1.3465801,22.41001
1,0,36.062595,-3.5848901
1,0,-1.5057251,-1.3228073
1,0,-1.5644468,-1.1825657
1,0,5.15767,-1.3962938
1,0,4.533603,-1.3524321
1,0,-0.7672129,-2.1613317
1,0,0.24550569,5.190185
1,0,-2.5471997,-1.1312175
1,0,-1.5260473,-1.4285504
1,0,-1.5865542,-1.837558
1,0,-1.0963594,-0.12155455
1,0,-1.3027148,-1.4208275
1,0,7.952131,-2.9636421
1,0,-0.09495604,5.1020775
1,0,2.1824045,9.772628
1,0,1.4787139,-2.2361255
1,0,2.8952713,9.351341
1,0,-0.42578185,-1.7958456
1,0,22.646292,-5.627671
1,0,-1.2032787,-0.6356763
1,0,-1.3549798,0.94525874
1,0,-1.3179803,-0.065918006
1,0,-1.579355,-0.7732058
1,0,37.162754,1.9021841
1,0,-1.4503813,-0.5696111
1,0,-0.9485756,1.2014403
1,0,-1.6266972,-1.7668709
1,0,-1.877752,-1.8444959
1,0,-0.26755697,-2.181405
1,0,-1.6482861,-1.1025848
1,0,-0.4629203,-3.4252648
1,0,-1.0137384,-1.4847126
1,0,-1.4018742,-1.9201813
1,0,-0.35728252,4.0767
1,0,-0.8132057,-2.27388
1,0,0.6492274,2.5468423
1,0,-1.301574,4.18787
1,0,-1.5263786,-1.2012581
1,0,-1.0376713,-1.902487
1,0,32.20703,-7.0618067
1,0,-0.9490548,-0.55652964
1,0,0.8860394,23.079433
1,0,-1.2712373,-0.54782546
1,0,-1.6470909,-1.0268955
1,0,-0.08952367,4.4906344
1,0,4.130372,11.49517
1,0,-2.2903674,-0.24954024
1,1,-1.8002386,0.5836206
1,0,-1.3064072,-1.0037397
1,0,-1.6669925,-2.0134087
1,1,-1.4294727,-2.2864757
1,0,-0.8105639,-0.7794734
1,0,2.9971604,10.1243725
1,0,0.82746375,-2.0378695
1,0,-0.60387224,4.1440153
1,0,-1.8617724,-1.3650947
1,0,-1.5279912,1.1810006
1,0,32.15683,-7.1453204
1,1,-1.4636321,-1.093332
1,0,-1.3861,-1.4805098
1,0,-1.5963796,1.0027076
1,0,-1.1369591,0.06532481
1,0,0.6542245,9.228746
1,0,0.63738096,23.272001
1,0,-1.3671467,-2.3433652
1,0,-1.108301,-0.25801235
1,0,-1.4536847,-0.9825744
1,0,-2.5556264,-1.4458187
1,0,-1.0546211,-1.8845481
1,0,0.864607,9.398463
1,0,4.5283966,-2.5244274
1,0,-1.1785136,-1.477891
1,0,-1.542702,-1.4327462
1,0,-1.4987113,-0.38872653
1,0,-1.2833779,-1.4296415
1,0,-0.29145408,3.2335014
1,0,-1.0801874,0.12122309
1,0,-1.0742041,0.023127828
1,0,0.45878458,21.347754
1,0,0.013417125,0.66351736
1,0,-1.5235949,-1.899118
1,0,-0.60532475,-2.2363076
1,1,-0.60334903,-3.001201
1,0,36.348118,-3.6407554
1,0,-1.1356214,0.72435164
1,0,-0.7910305,-2.2428622
1,0,-1.2213014,-0.49476352
1,0,-1.1465967,-1.6213006
1,0,-0.4808982,-1.9465708
1,0,-1.7114879,-1.0612513
1,0,1.2742611,22.40348
1,0,-1.1708459,0.62295324
1,0,-1.3407352,-0.5681115
1,0,-1.4841876,-0.7885159
1,0,1.4841675,20.363659
1,0,-1.2370235,-0.17245948
1,0,-1.0526896,0.64877826
1,0,-1.8949609,-2.0474539
1,0,0.6133733,19.678282
1,0,35.302895,-4.7038765
1,0,8.953348,14.541257
1,0,0.903551,9.240224
1,0,1.001151,9.336286
1,0,-0.92356926,-1.7000766
1,0,0.45511854,1.1165829
1,0,-1.0648564,0.012682561
1,0,-1.5460029,-1.7203336
1,0,0.17288327,-3.0305028
1,0,-1.5288256,-1.4634994
1,0,-1.2243706,0.53483045
1,0,35.964817,-2.6148264
1,0,-1.5694497,-0.8141543
1,0,-0.94405186,-1.5361444
1,0,-1.0647292,-1.5477967
1,0,37.20781,2.8868904
1,0,-1.657484,-1.2839608
1,0,31.484537,-5.9275002
1,0,0.58031154,22.8466
1,0,0.7843118,22.522947
1,0,-2.1132877,2.1686845
1,0,-0.57016915,2.6238716
1,0,0.50816643,-0.58625376
1,0,-2.4446285,-1.2760596
1,0,-0.044584036,0.61174566
1,0,1.411863,15.265663
1,0,37.027016,1.8409743
1,0,0.9038793,9.363663
1,0,18.029596,7.0434694
1,0,-0.6246184,2.9015386
1,0,-1.2258482,-1.7278963
1,0,-1.923459,-0.6102278
1,0,-1.7632605,-1.681295
1,0,-0.6305502,1.4998103
1,0,-1.735616,-1.9049424
1,0,-1.7554603,-1.797111
1,1,-0.40227455,-2.2874014
1,0,-0.1496948,-2.2254596
1,0,-2.6799946,-1.3507222
1,0,0.15390956,3.9817111
1,0,0.049516916,3.3809736
1,0,37.29635,2.0827415
1,0,-1.7421569,-1.6571616
1,0,-1.2616446,-0.5151351
1,0,1.0504309,-1.7187536
1,0,-1.6052089,-1.293597
1,0,-1.4644513,-1.6357888
1,0,-1.154125,0.6167903
1,0,-2.1207795,-0.46272254
1,0,-1.2123495,0.6579348
1,0,-2.832551,-0.25594866
1,0,5.071639,-3.906348
1,0,37.016464,1.6910452
1,0,0.16073918,4.7450485
1,0,-1.1377629,-1.8620722
1,0,-2.821353,-0.83241683
1,0,-1.6729994,-1.520774
1,0,-1.5671251,-1.397938
1,0,-1.8390117,-1.8091757
1,0,-1.4946356,-1.5779284
1,0,-1.4121997,-1.3668627
1,0,-1.6520976,-0.71605015
1,0,-1.1627123,0.00281943
1,0,-1.2527444,-1.8050233
1,0,0.066844106,-1.0914614
1,0,20.63678,-3.1246042
1,0,0.86080146,23.305006
1,0,-1.7878857,-1.3829643
1,0,-0.42894423,4.06614
1,0,-0.043599844,1.8682036
1,0,0.8854979,9.191443
1,1,-1.3496956,-1.3504405
1,0,-1.2766075,-1.7670382
1,0,-1.1585468,5.496137
1,0,0.9630519,9.538219
1,0,1.2121853,14.675312
1,0,-1.5768597,-0.8677722
1,0,36.495815,-5.8708096
1,0,3.4196005,10.726538
1,0,-1.0776786,-0.349988
1,0,-1.4435006,-1.1732314
1,0,-1.5998738,-0.81160873
1,0,-1.0745384,0.5782059
1,0,4.770967,15.193648
1,0,-1.0729729,0.84030586
1,0,32.07129,-7.1726365
1,0,-1.2738881,-1.8206223
1,0,-1.1513493,0.07691814
1,0,-2.8338742,-0.76010185
1,0,-1.639127,-1.6682904
1,0,-1.8001609,-1.7212725
1,0,28.895689,-4.819614
1,0,-1.3750625,-2.7943428
1,0,1.7283791,1.0807017
1,0,-1.6390278,-1.334534
1,0,-0.0023710728,3.1132736
1,0,-1.6433048,-1.6851035
1,0,-2.5703664,-1.3613341
42,0,5.9951754,19.030191
42,0,-2.1279147,0.07989836
42,0,-2.1754658,-1.1419904
42,0,-1.4092767,1.0304024
42,0,-1.8413098,0.16752303
42,1,-1.9773641,-0.6666516
42,0,-1.6552024,0.2528336
42,0,-2.082005,0.4264152
42,0,0.49282306,1.3856833
42,0,3.9787748,11.853186
42,0,-1.1408682,8.200129
42,0,5.4868894,20.148369
42,0,0.16970354,-1.7110496
42,0,4.980647,14.398214
42,0,-1.248388,-1.084232
42,0,-2.2322016,3.7989645
42,0,0.76695436,0.80853057
42,0,-2.9010603,-0.8445019
42,0,4.4301805,16.00195
42,0,-1.786269,0.19041729
42,0,-0.46346343,3.4652596
42,0,-0.7484931,8.439644
42,0,2.9522922,21.736109
42,0,4.692122,16.92784
42,0,-1.103966,6.5381303
42,0,-0.5155944,1.2003343
42,0,0.51441103,4.361471
42,0,-1.283052,1.9630184
42,0,0.43920362,4.4492297
42,0,5.845253,5.125268
42,0,-1.9123564,-1.2823803
42,0,-2.765842,-0.5130074
42,0,0.83222866,1.0728035
42,0,-0.71733224,-0.866598
42,0,0.1347108,0.31869662
42,0,-0.5558686,4.189383
42,0,-1.3919299,0.67422867
42,0,3.0308425,22.72004
42,0,12.525439,16.366854
42,0,11.723421,3.845893
42,0,-0.42144874,5.1020393
42,0,-0.22813162,0.14603293
42,0,-0.47595578,-0.8641254
42,0,0.2132769,0.060038567
42,0,-2.1869843,4.1231265
42,0,13.939345,8.36248
42,0,3.8111417,23.827858
42,0,6.225507,2.454687
42,0,-1.4643238,-2.408389
42,0,3.2349603,0.18485475
42,0,4.478704,27.132193
42,0,0.241222,4.9493456
42,1,-1.7370055,-1.3620472
42,0,-0.9844532,3.4049544
42,0,0.91626984,9.373323
42,0,-0.73238546,5.2963862
42,0,3.515455,2.298762
42,0,-1.4674461,-1.8477323
42,0,0.07841535,1.9219208
42,0,0.16377366,1.3101752
42,0,4.1686826,14.949684
42,0,-0.004907541,1.1433806
42,0,11.795053,3.260334
42,0,3.9892948,15.640881
42,0,6.0152426,-2.3416524
42,0,4.9257474,-4.254163
42,0,10.085406,8.163116
42,0,5.0213118,-4.0764246
42,0,-0.919594,3.196381
42,0,-0.8375125,2.136911
42,1,-0.54432774,-3.0469851
42,1,1.4564188,3.5184712
42,0,5.1743836,15.608767
42,0,-0.8267702,12.392199
42,0,-1.297689,-0.7783551
42,0,-1.069907,9.418442
42,0,11.900705,3.3706994
42,0,-0.80514306,6.4692607
42,0,-1.7886443,0.037754297
42,0,-2.0232594,0.4696715
42,0,-1.9029253,0.049957752
42,0,13.496871,8.1531925
42,0,5.433111,14.844603
42,0,-2.053965,0.10394406
42,0,0.69225526,6.7784066
42,0,-1.4464381,0.21781898
42,0,-1.9881759,9.818396
42,1,-1.8284044,-1.0092908
42,0,4.734636,-4.0693145
42,0,4.534751,-4.0229254
42,0,-1.0772398,-2.5645845
42,0,-2.030891,7.624308
42,0,-1.7440541,0.27403104
42,0,-1.1142957,5.6762342
42,0,-1.5005956,-0.994432
42,0,-2.3459892,-0.013362765
42,0,-1.9128013,-0.60042614
42,0,0.80564994,-0.8759893
42,0,-0.91437423,-0.73096997
42,0,-1.8108006,-0.18148696
42,0,-0.8810169,3.9802904
42,0,-0.2913241,4.510952
42,0,-1.0796121,-1.1066612
42,0,-1.1621346,-0.09237099
42,0,-0.70509595,1.4541764
42,0,-0.22290798,-1.7415004
42,0,1.1106162,1.0354788
42,0,0.3494161,-0.69264126
42,0,-2.6110058,-1.273168
42,0,-1.6120629,-1.8263083
42,0,-1.666687,-0.248196
42,0,-1.2406673,3.3972783
42,0,-0.6601533,1.6972909
42,1,-1.8836694,-0.9197432
42,0,-1.1282063,1.0725765
42,1,-1.0616,-2.2458057
42,0,-0.17576393,1.908344
42,1,-0.4600852,-0.8878109
42,0,-0.86679566,0.7259567
42,0,-2.0421526,-1.1929135
42,0,-0.37098137,0.046428204
42,0,11.606187,3.1676254
42,1,-1.736248,-1.3691034
42,0,4.803537,-4.357866
42,0,5.4427867,-3.4499393
42,0,1.5969594,4.8314223
42,0,1.4310832,0.14889967
42,0,0.17646015,1.1089747
42,0,-1.7879295,0.08084655
42,0,-0.6477054,2.4184227
42,0,-0.95224714,1.8424561
42,0,30.232573,-5.209157
42,0,-0.23390971,0.32191885
42,0,-1.8593075,5.4822583
42,0,-1.2579343,0.77017117
42,0,27.507267,4.9687605
42,0,2.9575126,3.9535117
42,0,-1.1586521,-0.8560797
42,0,-0.13346007,-0.5675517
42,1,-1.8139572,-1.1675597
42,0,1.8020992,7.654288
42,0,1.8996928,-1.0710583
42,0,2.8568969,10.267738
42,0,1.2620077,1.4605467
42,0,5.7629566,5.1031523
42,0,6.992909,1.2417285
42,0,-2.316145,0.43412495
42,0,-0.47706148,7.2151284
42,0,-2.455119,-0.49277526
42,0,-1.754833,6.414274
42,0,0.68635166,2.6101408
42,0,0.30493927,10.29948
42,0,-0.97367007,-0.9265926
42,0,-1.1048987,-0.33564115
42,0,11.896732,3.1721287
42,0,-0.44137377,-0.035621762
42,0,-0.644006,5.377272
42,0,-0.4218236,-1.4200519
42,0,0.6861308,5.394942
42,0,6.6325474,11.6173935
42,0,5.579876,-2.8178253
42,0,-0.61732644,4.1356688
42,0,-0.43324903,-2.7924652
42,0,1.6238351,2.5961602
42,0,-1.6991975,0.9436114
42,0,-0.64153767,10.1125145
42,0,-1.4856339,0.52093256
42,0,2.0407934,0.2661401
42,0,-2.0972269,0.40643394
42,0,-0.002755396,2.2056663
42,0,-0.010985926,11.626198
42,0,-0.38192287,3.2130113
42,0,0.7907067,0.959054
42,1,-1.9194689,-1.2538357
42,0,12.482017,16.147837
42,0,6.382148,12.166914
42,0,4.0207367,-1.3609632
42,0,30.466303,2.3284428
42,0,-0.7081215,-1.9523814
42,1,-2.4419467,-0.9338887
42,0,-0.94016904,-1.9331498
42,0,-0.9838648,-0.4723286
42,0,-2.6710217,0.26652265
42,0,-0.5946746,9.983345
42,0,-1.542378,-1.4021902
42,0,-1.016462,-1.0652579
42,0,12.606207,5.932082
42,0,11.83648,4.150965
42,1,0.1043504,0.7559447
42,0,3.4800804,0.06882346
42,0,6.2642064,5.2459793
42,0,-2.0821123,-0.061668396
42,0,-1.7651849,1.8755329
42,0,-1.1857631,-1.8275495
42,0,-1.1597676,-1.640873
42,0,-0.24898288,-1.0899305
42,0,-2.1230037,-0.79648346
42,0,2.5772672,-3.419699
42,0,2.9166913,-2.0828307
42,0,-0.71870846,17.513409
42,0,-0.8024726,-0.14054441
42,0,0.14972216,-1.4269928
42,1,-1.8329775,-1.0961701
42,0,3.9086854,7.8744607
42,0,1.9873343,1.7990456
42,0,-0.16700631,5.2752905
42,0,-0.5985981,3.2777905
42,0,-1.9718354,-0.6900147
42,0,12.037457,4.3725047
42,0,-0.14323157,0.16765618
42,0,-0.62949896,1.9411016
42,0,-0.64707035,1.5281765
42,0,-2.2883496,0.28700912
42,0,0.28277558,1.00509
42,1,-1.3096502,-2.0324771
42,0,-1.5508842,1.4368474
42,0,-1.772393,-0.3107832
42,1,-1.8074975,-1.1340494
42,0,8.826964,9.038752
42,0,7.3629518,-3.9757624
42,0,-1.7876642,0.59569323
42,0,-0.5403063,-1.1691972
42,0,-0.35763216,-1.3219017
42,0,0.1841732,1.0031893
42,0,-0.9311521,-1.4081013
42,0,4.0405016,-3.6228416
42,0,1.8293905,1.033762
42,0,-1.6900902,0.121503115
42,0,0.91986054,3.4414272
42,0,-0.4726102,-0.6666195
42,0,0.48441488,-0.7352937
42,0,-2.4238768,-1.286968
42,0,-0.90267044,-2.071177
42,0,-0.10707052,0.15869367
42,0,-1.6517439,-0.7213708
42,0,-2.7701745,0.8245108
42,0,4.8931737,-4.1049356
42,0,4.7465825,-4.0655584
42,0,0.036793828,0.052515626
42,0,-2.1178398,-1.4275188
42,1,-1.896328,-1.2921636
42,0,0.62142533,-2.1461387
42,1,-1.7202549,-1.5449622
42,0,0.6833723,2.0711734
42,0,-0.6769396,-1.9905338
42,1,-1.3636754,-2.5758376
42,0,24.109333,-5.291743
42,0,2.4063635,4.440362
42,0,-2.716784,-0.94803977
42,0,1.8555706,0.36942303
42,0,0.31011343,0.50844
42,0,-0.2534434,0.34638345
42,0,4.095733,5.63777
42,0,-1.9797604,0.40170717
42,0,11.763227,2.8424873
42,0,0.77262,4.6889153
42,0,-1.3510387,-2.414359
42,0,-0.9006188,-3.2340114
42,0,0.1981172,0.56555617
42,0,0.055479974,-1.9052289
42,0,2.6632602,4.0027776
42,1,-1.9067104,-1.9398974
42,0,-1.0789188,-1.8440948
42,0,10.100924,-1.6322274
42,0,9.297996,-4.002005
42,0,-0.71799505,-1.5974482
42,0,-2.2624238,4.867191
42,0,-1.8015106,0.18158436
42,0,0.66406256,1.5243943
42,1,-0.298694,-2.5700436
42,1,-2.531215,0.091115475
42,0,10.422865,10.427124
42,0,-1.7833276,0.8940189
42,0,-0.8708131,-3.0960026
42,0,-2.1768494,-1.1520193
42,0,-1.1709726,-1.4734964
42,0,5.934492,13.041122
42,0,-2.7832406,5.8355975
42,0,-2.4359384,-1.0803716
42,0,-0.8004979,-1.3029895
42,0,-0.5905053,5.9024568
42,0,5.157087,8.446016
42,0,-1.0596347,2.140064
42,0,-0.7389908,3.1609116
42,0,-1.0246494,6.6814737
42,0,-0.6239233,-3.3600307
42,0,-1.171067,9.469507
42,0,-2.4191236,1.0046117
42,0,-0.57231474,-0.9618548
42,0,-2.334225,-0.6797844
42,0,1.653233,3.7398152
42,1,-1.7207217,-1.3639946
42,1,-1.5768607,0.296885
42,0,0.92806417,2.672987
42,0,27.772617,-4.420083
42,0,0.45443827,4.637682
42,0,13.86146,7.922116
42,0,-0.37531617,2.2494755
42,0,-1.0823168,6.6875687
42,1,-1.9875138,-1.5193146
42,0,-0.5558981,-1.3828013
42,0,-2.4716296,0.33829963
42,0,12.029879,-3.3582397
42,0,-0.77770483,-1.0085863
42,0,-2.0276752,-1.3465439
42,0,-0.85485923,-1.0396388
42,1,-1.7173381,-0.8469161
42,0,-1.2734616,3.3143315
42,1,-1.8471754,-1.0167334
42,0,-1.7097983,0.29667413
42,0,-0.92183316,2.0973804
42,0,-1.7039859,3.742323
42,0,-2.3949308,1.1892636
42,0,-2.3564441,3.5313396
42,0,1.4147787,1.2953987
42,0,-0.96645814,2.1627088
42,0,-1.2932119,1.918356
42,0,-2.524725,-1.0097817
42,1,-2.0236993,-1.5674967
42,0,-0.4298243,3.0894046
42,0,-1.4569161,18.284603
42,0,11.624882,3.360631
42,0,-2.3578465,-1.5310044
42,0,3.0368788,11.144625
42,0,-0.29049373,-1.388949
42,0,12.874619,5.094173
42,1,-1.4980214,-1.4541551
42,0,0.22364387,-2.6659412
42,1,-1.5640152,-0.5190363
42,0,0.9514213,1.4179735
42,0,-2.03781,-0.48628235
42,0,1.1152296,3.8945284
42,0,-0.66150075,-1.6347985
42,1,-1.8648889,-0.89328456
42,1,-2.0053005,-1.6389766
42,1,-1.8470473,-1.0016454
42,1,-0.7537218,-1.1180824
42,0,-2.747741,0.3294525
42,1,-1.8650749,-0.9112278
42,1,-1.8445089,-1.0341513
42,0,0.2310532,2.8659225
42,0,-1.0984535,0.44240427
42,0,-1.4081633,3.1365743
42,0,-1.6596408,0.42164874
42,0,6.463718,12.80781
42,0,2.8507547,0.85861754
42,0,-1.6534574,1.0861156
42,0,-1.4509308,-2.3403134
42,0,-0.5262048,0.9964175
42,0,-0.3940839,-0.25925863
42,1,-1.844615,-0.97906566
42,0,-0.43297023,-0.84214926
42,0,-1.5581331,-1.9976209
42,0,-0.82139397,-3.3774252
42,0,-0.75041467,-0.98762155
42,0,-2.5618196,0.43328738
42,0,11.106977,10.9186
42,0,-2.1696026,-1.1171926
42,0,-1.6892025,5.944272
42,0,-0.541113,3.2289844
42,0,-0.1826105,7.6644397
42,1,0.0524424,0.9306619
42,1,-1.7208207,-1.3976655
42,0,-0.81494564,3.4301329
42,0,0.41420388,3.3307872
42,0,14.082741,8.428152
42,0,12.423217,4.0121207
42,0,-0.6144804,7.0112453
42,0,-1.3657856,1.2714946
42,0,-0.5420215,1.8731639
42,0,5.273837,-3.828681
42,0,5.4422603,-3.4505215
42,0,-1.3681197,3.2996993
42,0,-1.2568502,-2.1107938
42,0,-1.8706591,-1.6944134
42,0,-1.3810582,3.4622703
42,0,-2.2012384,-0.058196664
42,0,0.5087376,2.1388202
42,0,13.716794,7.6400847
42,0,-2.3385773,-0.41020894
42,0,3.075852,0.5071428
42,0,-1.6936438,-0.6332575
42,0,2.9832087,2.6418018
42,0,-2.7433245,0.09470487
42,0,-0.6937677,-0.17578661
42,0,1.1465678,4.9870787
42,0,7.2141967,-0.8779808
42,0,33.821434,2.9915285
42,1,-1.746716,-0.3649481
42,1,-1.8453941,-0.99676156
42,0,0.12771967,3.4561272
42,0,4.4221807,14.521847
42,0,1.5569477,1.0872269
42,1,-1.8780434,-0.85806775
42,0,-0.6166458,-2.4505928
42,1,-1.7904744,-1.4589825
42,0,-1.8819811,0.2472465
42,0,-0.7541983,-2.5976048
42,0,-1.8678696,0.13185275
42,0,0.52287436,20.16876
42,0,-1.9126763,-0.46636885
42,0,0.59196043,1.4810214
42,0,-0.65828836,-2.1544654
42,1,-1.8607655,-2.0066996
42,0,-1.8430595,0.9386256
42,0,-0.067714535,0.25377715
42,0,4.261732,-1.4372995
42,0,-0.39131665,-0.7527815
42,0,14.132546,8.643539
42,0,-1.2449191,-1.0733135
42,0,-0.55101216,-1.8307468
42,0,-2.7113338,-0.779425
42,1,-2.1459405,0.31235015
42,1,-1.8464303,-1.0026289
42,0,0.14050119,-0.5563128
42,0,-0.4332226,-0.8560505
42,0,0.28612986,-0.85739803
42,0,-0.7801505,0.43907297
42,0,21.592056,5.0555167
42,0,1.1252036,1.1746006
42,0,0.7388549,3.4939094
42,0,-0.33103338,4.0238786
42,0,-1.258369,-1.0317508
42,0,-1.0464268,2.7405252
42,0,7.851989,4.083017
42,0,-1.5844684,0.39378643
42,0,-2.3714304,0.5683811
42,0,0.2217769,1.6560774
42,0,-2.4101565,-0.9889473
42,1,-1.8298202,-1.0216293
42,0,0.8322941,2.4029126
42,0,-2.0867357,5.753671
42,0,-0.28749195,1.5555568
42,0,-0.36153546,1.084172
42,0,0.17583084,3.499885
42,0,5.5398455,-1.7901704
42,0,0.66853905,0.9721844
42,0,6.3131704,-1.2023739
42,0,7.09042,1.0251241
42,0,0.6152633,1.5232222
42,0,0.83266604,-1.26338
42,0,1.0182993,-0.7732098
42,0,33.866543,2.8031187
42,0,-1.751154,4.977041
42,0,-0.88308465,3.7232232
42,0,-0.27001917,1.2971735
42,0,-1.9084697,2.4065614
42,0,-0.37601063,1.4507279
42,0,-0.5370408,1.5980492
42,0,-0.97589624,-1.8470378
42,0,3.2069662,10.396492
42,0,-0.7299842,-0.8786094
42,0,-0.33241558,0.6556816
42,0,-1.2410846,0.19658875
42,0,-1.0193999,3.1236987
42,0,-1.3159053,-1.3984737
42,1,-1.5333385,-0.69361097
42,0,1.6699269,1.0442698
42,0,2.449463,5.3077254
42,1,-1.7983294,-1.1867235
42,0,-1.2654583,-2.4534435
42,0,-1.6963682,2.3779967
42,0,-0.749143,-0.9621196
42,0,-0.5790411,-1.1591734
42,0,-1.2537715,-1.3581895
42,0,0.9149354,2.0693822
42,0,-2.1306694,-0.8463576
42,0,-0.53237575,3.6391993
42,0,0.57545036,1.3761835
42,0,0.09104328,-1.3455204
42,0,-1.5945339,0.14119613
42,1,-1.8397787,-0.9167998
42,0,1.1153302,0.270167
42,1,-1.9074087,-1.8653066
42,0,1.4007218,1.4787102
42,0,-2.6929502,-0.2792014
42,1,-1.5917189,-1.7949913
42,0,-1.979157,-1.297988
42,0,8.643667,-1.2488649
42,0,7.20696,-4.298008
42,0,-2.113942,0.36513078
42,0,-2.3172717,0.2895105
42,0,-0.69227546,4.7819405
42,0,-1.3334465,0.90469694
42,0,-2.6196582,0.28249562
42,0,-0.65968937,0.19249797
42,0,6.9321957,-1.4370469
42,0,7.4014893,-4.107983
42,0,1.2716546,7.7749543
42,0,5.1537066,3.118743
42,0,-0.19334805,1.1589274
42,0,14.113453,9.005796
42,1,-2.5267322,-1.2955232
42,1,1.142709,2.6940856
42,0,-0.15702814,1.1391368
42,0,-2.526664,-1.0754857
42,1,-1.8351529,-1.0817486
42,0,-2.4117343,-0.41161543
42,0,14.595911,9.039499
42,0,-1.0125053,-2.7164688
42,0,-1.270133,0.8437264
42,0,-2.0930333,-1.4921672
42,0,-1.1713047,2.0610335
42,0,-0.5260324,-1.3684528
42,0,-1.3226209,0.8910942
42,0,-0.7074152,-2.1257296
42,1,-2.5296004,-0.93728226
42,1,-1.8463652,-1.0009017
42,0,-0.85026556,0.68405867
42,0,-2.1998024,1.278352
42,0,-2.7358115,0.23594499
42,0,-1.8236115,2.7335486
42,0,-0.34621978,-0.99225587
42,1,-1.8010705,-1.2268815
42,0,-0.72154146,-1.5237609
42,1,-1.8443732,-0.9774029
42,1,-2.8254664,-0.5784645
42,1,-1.8465312,-1.0588703
42,0,-0.14644499,2.9798508
42,0,-1.889209,0.06810653
42,0,5.6859345,14.287209
42,0,9.188939,-3.8748057
42,0,9.071075,-4.0155234
42,0,-1.0536816,3.1011271
