tau,label,tsne1,tsne2
1,0,93.9314,-11.011999
1,0,-3.0518603,-60.078667
1,0,80.87973,12.521678
1,0,11.952933,82.14672
1,0,14.120252,85.99814
1,0,-4.9733334,10.203879
1,0,-4.719942,4.043551
1,0,52.47477,-8.565805
1,0,-61.41515,-24.292984
1,0,39.776264,-10.786201
1,0,50.81396,36.52622
1,0,93.599915,-9.83579
1,0,64.94808,38.45585
1,0,40.001,23.459707
1,0,22.442116,-13.839002
1,0,58.94683,-22.27885
1,0,-11.046016,8.151284
1,0,19.505821,-33.14241
1,0,-12.258879,50.747147
1,0,19.758337,-31.938204
1,0,1.9305253,-59.00964
1,1,43.206074,2.4158123
1,0,41.13139,1.5166125
1,0,-60.520397,-31.986593
1,0,21.53368,-7.6042776
1,0,19.622171,22.53302
1,0,93.217354,-9.679721
1,0,-42.60137,38.57763
1,0,-14.136557,-24.63333
1,0,39.24573,-1.6347101
1,0,66.62203,-28.428352
1,0,61.272923,-42.919
1,0,27.156387,38.53192
1,0,-66.02605,-23.70175
1,0,-20.538425,-5.37791
1,0,-62.83482,-34.662655
1,0,34.897213,-1.0147295
1,0,93.54243,-10.820566
1,0,47.609066,23.682606
1,0,57.82571,-12.950856
1,0,-61.611042,-33.88786
1,0,-17.013964,-74.232414
1,0,67.741585,-39.588394
1,0,28.03712,-55.41621
1,0,-0.07596534,-26.992085
1,0,-8.169742,-19.015175
1,0,-7.0926228,-53.566574
1,0,4.9698143,64.406906
1,0,57.008453,-22.986523
1,0,41.072243,4.384031
1,0,76.08641,10.711578
1,0,12.235971,84.18591
1,0,-39.017834,10.39833
1,0,21.784853,-11.679405
1,0,-4.7163053,4.0389113
1,0,65.05215,37.753296
1,1,-12.2577915,-25.97362
1,0,60.01864,-49.15653
1,0,41.51427,38.408737
1,0,65.13706,38.517105
1,0,68.29087,40.37578
1,0,-18.043974,-72.29749
1,0,85.11771,-7.9018836
1,0,59.608788,24.379492
1,0,-14.536634,-11.266145
1,0,66.64979,-28.298344
1,0,-6.804283,-56.62725
1,0,22.719324,40.004997
1,0,40.024582,23.47786
1,0,24.489271,39.92309
1,0,86.71652,13.160762
1,0,60.892742,-48.420868
1,0,23.81565,15.214407
1,0,-61.625942,-33.963318
1,0,21.300882,-23.914392
1,0,-14.843266,-36.76464
1,0,78.55331,16.092144
1,0,32.147728,-9.994558
1,0,47.815517,16.200453
1,0,-40.1187,4.5613217
1,0,46.71122,9.359639
1,0,65.6122,-24.133236
1,0,-61.9053,-24.09496
42,0,-23.384129,-48.651558
42,0,-41.30524,58.00898
42,0,-61.501152,43.74965
42,0,-38.378735,8.185288
42,0,-29.705797,37.96143
42,1,-16.875706,32.10439
42,0,-41.678448,59.993702
42,0,-66.431114,-12.913435
42,0,17.297066,-71.25615
42,0,-23.545658,-48.163277
42,0,-15.75437,-34.01335
42,0,-23.500975,-48.384155
42,0,49.899895,-53.881733
42,0,-23.454063,-48.49866
42,0,6.2308083,23.676067
42,0,-23.918346,-40.952404
42,0,-11.273484,-69.46712
42,0,-24.85576,21.084438
42,0,-23.473183,-48.4539
42,0,-41.96483,59.89209
42,0,-20.473827,-44.335026
42,0,-21.805458,-42.5277
42,0,-28.660225,-43.42086
42,0,-23.440578,-48.529243
42,0,-22.05005,-41.39269
42,0,11.458748,16.800966
42,0,15.76392,6.981853
42,0,-12.539715,43.793823
42,0,-21.780901,-44.943745
42,0,16.916279,50.51998
42,0,-20.108631,29.455431
42,0,-36.72203,13.357335
42,0,1.900734,-67.04644
42,0,28.303564,-52.434044
42,0,-2.8761616,-65.95655
42,0,-21.767904,-44.830204
42,0,-29.934435,66.517395
42,0,-28.657686,-43.423653
42,0,-11.057242,-30.054174
42,0,55.777325,44.140583
42,0,-14.168121,-35.947254
42,0,-10.05907,-13.007732
42,0,10.900193,-38.66624
42,0,-64.991585,-42.109043
42,0,-24.08395,-40.97224
42,0,56.279774,44.8897
42,0,-28.565601,-43.5508
42,0,16.924387,50.530334
42,0,3.0307355,-32.018623
42,0,71.62771,-4.305917
42,0,-28.392159,-43.807133
42,0,47.98607,51.22141
42,1,-63.488598,-23.713287
42,0,-12.386397,46.305058
42,0,-14.185971,64.10019
42,0,-14.211591,64.04283
42,0,17.053907,5.9929576
42,0,8.660001,-51.877575
42,0,27.962318,43.649494
42,0,-6.6951065,-18.585928
42,0,-23.502981,-48.38437
42,0,5.6143317,-71.03557
42,0,55.149147,44.315
42,0,-23.904392,-46.488674
42,0,74.28861,12.94412
42,0,76.911285,11.450329
42,0,15.481281,61.296448
42,0,75.32801,11.447009
42,0,-14.447803,54.916798
42,0,-9.178299,53.471596
42,1,15.241706,-20.619259
42,1,29.615574,35.20179
42,0,-23.563593,-48.058323
42,0,-24.608013,-45.295013
42,0,36.071983,14.398608
42,0,-22.729395,-41.118813
42,0,55.950897,43.938137
42,0,-21.756943,-42.387928
42,0,-38.604034,61.973133
42,0,-51.345093,11.916156
42,0,-41.22909,58.142826
42,0,56.52974,44.72415
42,0,-23.414576,-48.58174
42,0,-41.859917,62.783672
42,0,-22.04466,-44.767017
42,0,-40.531456,62.23043
42,0,-22.928604,-41.551666
42,1,-68.224335,-21.481865
42,0,77.10893,11.412043
42,0,77.58055,11.03429
42,0,20.843136,-19.240263
42,0,-22.231504,-41.22711
42,0,-41.709576,8.077723
42,0,-23.731276,-43.363842
42,0,31.530598,4.9874005
42,0,-53.232475,28.087555
42,0,-53.279724,44.19087
42,0,29.205883,31.409029
42,0,-17.39203,-7.329026
42,0,-3.408495,12.558922
42,0,-9.139317,-8.331266
42,0,-11.41912,69.64133
42,0,35.13155,-12.22047
42,0,-13.351744,-15.265573
42,0,-24.13433,51.668453
42,0,46.66484,-56.80064
42,0,10.622707,12.831681
42,0,42.25321,-58.530727
42,0,-13.26822,14.933504
42,0,-14.997587,16.432775
42,0,-17.871231,34.35585
42,0,-18.258652,67.33007
42,0,-12.95666,-14.536946
42,1,-40.060356,-35.152874
42,0,-19.20987,-43.804302
42,1,37.88257,-0.5641504
42,0,3.9419196,24.501387
42,1,-3.8870254,-48.29208
42,0,27.882425,15.060463
42,0,5.0098977,17.590704
42,0,-64.23068,-43.16776
42,0,56.1297,43.926792
42,1,-63.48975,-23.711851
42,0,75.90619,10.812107
42,0,74.66847,12.075078
42,0,48.34313,51.016266
42,0,-43.597805,-9.769021
42,0,47.014687,27.728094
42,0,-43.12048,53.182175
42,0,-8.837845,-10.709208
42,0,-8.720715,-12.061994
42,0,96.89618,-0.985739
42,0,-19.513466,-44.346756
42,0,-24.08005,-42.253174
42,0,-30.644712,65.79753
42,0,94.108665,3.5299132
42,0,15.256823,48.32743
42,0,-4.7198873,27.249294
42,0,6.1701903,-40.445457
42,1,-66.531494,-23.178612
42,0,-2.4311717,14.257235
42,0,68.68966,-23.639193
42,0,10.733771,62.526413
42,0,15.640169,-69.99375
42,0,46.994873,49.77109
42,0,69.413086,23.020882
42,0,-43.09711,66.79051
42,0,-15.473091,-34.485344
42,0,-53.910637,25.109982
42,0,-23.853031,-41.493168
42,0,-15.627969,-2.4917712
42,0,-15.834704,-35.45493
42,0,-7.752502,-11.018363
42,0,-63.461594,22.192205
42,0,55.775887,44.18314
42,0,-9.238137,-13.59773
42,0,47.56321,51.17819
42,0,20.022497,-39.090256
42,0,4.8691993,45.910263
42,0,50.077026,58.23218
42,0,68.233086,10.465803
42,0,-11.2615385,-33.9812
42,0,16.103477,-18.580183
42,0,35.40703,36.35061
42,0,-35.30529,10.333554
42,0,-16.82101,-33.259758
42,0,-30.837961,65.31086
42,0,17.33548,25.100952
42,0,-53.224735,27.132784
42,0,-7.911114,-15.268009
42,0,-16.350714,-32.408142
42,0,-12.912353,54.87526
42,0,3.5354817,-70.38955
42,1,-68.92769,-19.751783
42,0,-11.061618,-30.058756
42,0,50.357403,58.095154
42,0,66.52251,10.165087
42,0,93.61656,2.1474738
42,0,8.876359,-33.861988
42,1,-28.917274,39.0605
42,0,18.665693,-5.376548
42,0,-8.367532,-13.511283
42,0,-12.53691,6.609381
42,0,-14.02959,-32.65783
42,0,9.218285,-36.652386
42,0,36.408966,-54.93043
42,0,56.35504,44.251167
42,0,55.494144,43.041298
42,1,-1.9920624,-53.577457
42,0,13.834968,49.079796
42,0,16.921932,50.523834
42,0,-50.87119,25.93983
42,0,-40.63146,16.00421
42,0,-3.1046004,-47.905987
42,0,-10.980077,-13.612413
42,0,-17.096537,-10.900173
42,0,-47.67193,60.345196
42,0,76.5575,-12.676586
42,0,75.389946,-12.901903
42,0,-19.706295,-38.84027
42,0,-67.9314,-28.852766
42,0,44.971416,-47.81643
42,1,-42.511036,-34.751476
42,0,17.70164,55.628365
42,0,13.350861,48.557888
42,0,-14.265681,-34.30365
42,0,-20.387115,67.723915
42,0,-23.344286,16.238195
42,0,55.791008,44.373734
42,0,-15.174924,-8.84034
42,0,16.490114,32.782093
42,0,14.668789,5.869707
42,0,-26.955603,1.5710832
42,0,1.8974242,-69.18819
42,1,5.5267873,-48.063164
42,0,-35.24637,10.449192
42,0,-43.63818,-14.986701
42,1,-44.749508,-34.56725
42,0,53.663437,46.840218
42,0,72.6847,15.009501
42,0,-40.144997,69.11771
42,0,17.466808,-19.929728
42,0,45.49214,-49.88484
42,0,3.1905339,-71.22189
42,0,47.5095,-51.39607
42,0,73.935356,6.3301244
42,0,45.92876,24.76053
42,0,-31.1206,65.982315
42,0,10.314916,29.753963
42,0,10.571087,-38.90069
42,0,15.201966,78.70334
42,0,-47.568287,38.03052
42,0,19.681353,-14.226521
42,0,-31.267702,10.688189
42,0,-41.689453,27.005548
42,0,-21.20229,-3.8008375
42,0,75.61151,11.345552
42,0,77.13994,11.399976
42,0,14.338499,-37.63814
42,0,-64.949234,21.460577
42,1,-42.387802,-25.737663
42,0,71.54029,-12.982911
42,1,-60.079067,-19.084572
42,0,4.233238,-71.33198
42,0,10.85028,-31.309517
42,1,4.4151297,11.133184
42,0,106.635704,-2.801592
42,0,31.556898,26.346214
42,0,-30.082489,-21.341736
42,0,17.324202,25.132238
42,0,-9.310124,-54.282776
42,0,-10.670642,-67.69316
42,0,15.2172785,48.40302
42,0,-25.897919,35.058098
42,0,56.01401,43.91527
42,0,-21.313713,-44.987366
42,0,36.3943,-40.505836
42,0,16.70122,-55.397114
42,0,14.664008,-73.205574
42,0,17.341013,-25.492237
42,0,19.417349,49.274315
42,1,-56.424286,-19.45362
42,0,0.69616777,-48.775646
42,0,80.8993,24.35146
42,0,82.033714,24.093231
42,0,54.60144,-18.774714
42,0,-23.879574,-41.55786
42,0,-40.80224,64.63465
42,0,3.796975,-70.520546
42,1,7.8765397,-10.446249
42,1,-12.460442,-4.6985793
42,0,51.805885,47.61345
42,0,-35.31649,10.312249
42,0,15.813598,-54.7008
42,0,-16.747797,-1.245143
42,0,9.096015,-37.818092
42,0,19.846008,64.555595
42,0,-15.160812,-33.461296
42,0,-18.885029,27.177923
42,0,47.505512,-51.402836
42,0,43.710205,48.374268
42,0,-14.004216,-29.829678
42,0,-16.244558,58.38919
42,0,-11.9782915,44.77321
42,0,-15.963959,-33.0953
42,0,16.758856,-55.388107
42,0,-17.709799,-35.976807
42,0,-45.86038,28.396383
42,0,10.560329,-37.656517
42,0,-3.019813,26.842339
42,0,49.289722,51.36434
42,1,-63.458805,-23.697231
42,1,-1.2399399,21.429638
42,0,35.268734,36.301872
42,0,95.89727,0.027467582
42,0,10.603067,-71.37514
42,0,56.64285,44.672813
42,0,-19.59652,-44.091084
42,0,-14.922628,-33.09901
42,1,-44.399437,-21.082409
42,0,20.692411,-13.551982
42,0,-42.864353,67.17346
42,0,82.918365,19.554169
42,0,36.233658,-13.346211
42,0,-24.939047,24.119516
42,0,41.651302,-49.935173
42,1,-44.926334,-35.843815
42,0,-23.431326,65.92343
42,1,-69.281136,-21.061733
42,0,-40.11928,64.41575
42,0,-7.999806,57.160027
42,0,-30.988747,-31.794827
42,0,-10.4690275,-8.335384
42,0,-24.072573,-41.216362
42,0,9.041056,-70.756744
42,0,-8.994525,56.677113
42,0,-7.332963,54.579685
42,0,-25.61022,44.713707
42,1,-45.339977,-18.530706
42,0,-28.988684,64.32176
42,0,-25.730911,-46.130043
42,0,55.711487,44.155163
42,0,-12.145339,14.343751
42,0,11.460582,62.419376
42,0,45.46874,-47.6847
42,0,55.181538,42.170765
42,1,27.570858,10.369659
42,0,2.2970808,-38.625805
42,1,-68.29848,-27.637869
42,0,15.363904,-69.891106
42,0,-24.20937,36.349274
42,0,33.944603,37.118366
42,0,59.361828,-14.734527
42,1,-40.55105,-35.539333
42,1,-42.906414,-23.566591
42,1,-69.66539,-20.914042
42,1,-2.7006037,-1.0081742
42,0,-45.67854,54.02965
42,1,-40.522682,-35.53911
42,1,-41.93913,-34.687122
42,0,12.045967,33.43981
42,0,-40.31637,60.449314
42,0,-24.177242,-1.8107315
42,0,-32.871437,39.546677
42,0,50.38405,58.142864
42,0,15.587825,1.5055399
42,0,-29.988234,19.78768
42,0,35.236794,-2.5902011
42,0,44.624928,27.132626
42,0,7.137827,-38.646027
42,1,-69.77199,-21.134556
42,0,21.617842,-12.585422
42,0,39.406353,-26.650583
42,0,6.373333,11.2752495
42,0,-10.186077,-12.930936
42,0,-20.42597,-3.03696
42,0,51.810955,47.61034
42,0,-19.145803,27.232824
42,0,-15.219857,-33.236004
42,0,-12.981536,55.06392
42,0,-15.667319,-34.90542
42,1,-5.820543,-19.514519
42,1,-63.458164,-23.69783
42,0,-18.318657,67.27135
42,0,16.810225,79.14686
42,0,57.53509,44.198246
42,0,57.104652,43.67865
42,0,-13.139521,62.190228
42,0,-39.70355,69.08415
42,0,-37.540817,65.70017
42,0,75.09923,11.828048
42,0,74.668205,12.074775
42,0,-15.799718,56.337395
42,0,14.124797,-46.689125
42,0,-61.278923,4.34933
42,0,-16.821259,58.88655
42,0,-45.02157,60.829586
42,0,-10.618071,-15.44883
42,0,56.82747,44.563698
42,0,-19.42784,2.5767353
42,0,14.019702,48.914085
42,0,-21.911045,40.231773
42,0,14.480189,48.66217
42,0,-39.002384,9.788386
42,0,-8.18404,-13.208903
42,0,4.638838,24.802134
42,0,70.357,18.41118
42,0,92.30801,1.7736628
42,1,-40.272526,-37.42848
42,1,-69.20117,-21.69381
42,0,-16.184397,71.555176
42,0,17.247753,64.40343
42,0,2.377867,-67.303535
42,1,-39.87273,-35.325783
42,0,2.5259957,-38.75682
42,1,-42.504593,-29.230438
42,0,-40.870686,64.579506
42,0,13.385243,-47.720966
42,0,-41.255455,58.130592
42,0,-24.930696,-45.536488
42,0,-30.956337,39.008087
42,0,-7.4479113,-61.5182
42,0,11.67724,-28.633972
42,1,-57.09974,-19.807552
42,0,-22.06035,6.7767954
42,0,3.2084146,-72.79921
42,0,70.10688,5.897762
42,0,15.252924,-66.5102
42,0,56.74154,44.617844
42,0,-0.6655769,-48.883823
42,0,43.48371,-55.433018
42,0,-39.16567,12.4546385
42,1,-41.476284,8.993983
42,1,-69.303825,-21.107134
42,0,23.25053,-3.5220113
42,0,4.6069837,-48.16028
42,0,15.455968,-64.4579
42,0,-27.029238,66.74757
42,0,95.95157,4.1603746
42,0,16.60764,-68.266205
42,0,-19.217136,-8.13392
42,0,22.80674,35.71522
42,0,9.29728,-36.7158
42,0,-12.959255,42.289154
42,0,20.55373,48.475513
42,0,-30.337826,66.92398
42,0,-43.445747,66.51068
42,0,11.002686,49.61004
42,0,-33.76189,41.174698
42,1,-68.201324,-21.409035
42,0,10.653413,-71.2688
42,0,-15.3913355,-34.51514
42,0,-18.610353,-5.861707
42,0,22.805868,-10.7347975
42,0,-20.429535,-44.43044
42,0,66.91933,10.239296
42,0,1.9801332,-69.05745
42,0,68.88523,20.077354
42,0,68.623566,23.592842
42,0,17.086096,-71.49942
42,0,-47.160473,-11.003118
42,0,-43.635986,-9.963022
42,0,92.0791,2.103663
42,0,-24.292934,-42.916496
42,0,-21.103798,-1.3025603
42,0,-64.17987,-43.20151
42,0,44.4628,48.388676
42,0,18.381662,34.573093
42,0,20.600346,-67.23891
42,0,-4.19124,10.187017
42,0,22.325567,59.237167
42,0,21.922445,-69.812645
42,0,-4.5413623,-51.88588
42,0,-40.153023,62.098907
42,0,-19.655731,68.56849
42,0,20.475275,-38.443356
42,1,-68.252266,-27.615412
42,0,4.968079,-72.069885
42,0,19.939144,45.695568
42,1,-66.06103,-22.736097
42,0,19.742195,-20.206593
42,0,-16.22648,58.286354
42,0,40.905445,-10.280636
42,0,22.689701,-16.43622
42,0,35.938347,-13.37242
42,0,-10.777313,52.828815
42,0,-63.388897,27.802128
42,0,-14.221373,0.96379584
42,0,17.205437,-68.62808
42,0,15.505633,-64.80399
42,0,-20.968605,-5.4657273
42,1,-69.47628,-21.915205
42,0,15.366536,-74.79457
42,1,-57.14943,-18.355204
42,0,18.296057,-71.800735
42,0,-36.794678,15.939511
42,1,-57.72625,-35.059006
42,0,-72.262985,44.12381
42,0,72.31563,17.878845
42,0,73.344765,14.530563
42,0,-24.472809,-2.2424896
42,0,-26.488285,-0.90112966
42,0,43.589706,48.196682
42,0,-44.409748,3.6306574
42,0,-43.915054,27.218061
42,0,6.614806,9.521339
42,0,71.22311,17.951792
42,0,72.674034,14.997851
42,0,-18.14756,-33.931664
42,0,13.86386,49.38731
42,0,20.777515,0.22729418
42,0,57.43864,44.165108
42,1,-19.908756,20.018316
42,1,29.160433,35.82394
42,0,46.52358,26.616453
42,0,-25.66268,38.788033
42,1,-68.17356,-21.363121
42,0,-45.791733,20.759092
42,0,57.39991,44.226955
42,0,11.862006,-22.179386
42,0,-32.05598,62.18009
42,0,-23.050838,17.058973
42,0,-52.22335,28.710068
42,0,42.33927,-56.627155
42,0,-23.020477,29.924578
42,0,-4.826449,10.893671
42,1,-20.068789,20.65744
42,1,-69.27597,-21.174847
42,0,-49.1661,32.307964
42,0,-12.607708,-4.607217
42,0,-22.288288,-2.7608037
42,0,-5.428434,27.987131
42,0,-51.33921,32.03291
42,1,-66.04205,-22.741743
42,0,41.13867,-8.705451
42,1,-69.77131,-21.126953
42,1,-27.795134,41.30429
42,1,-41.955105,-34.689945
42,0,-15.590546,-2.4160452
42,0,-54.917988,25.936604
42,0,20.537582,64.50063
42,0,80.95184,23.53784
42,0,81.94921,23.512058
42,0,-20.219711,68.45137
42,0,3.4310048,17.401344
42,0,-29.895662,-10.435027
42,1,-47.795376,-23.046532
42,0,-12.30501,-1.4220173
42,0,-24.287569,20.439922
42,0,28.049875,17.668276
42,0,-31.569925,-16.16258
42,0,17.686283,7.1080093
42,0,17.26121,7.764388
42,0,-50.983738,-30.049692
42,0,20.32056,-14.555677
42,0,38.58038,-52.775703
42,0,-14.318595,16.588625
42,0,14.820966,-5.256437
42,0,3.2485013,-70.63075
42,0,-13.274172,55.581017
42,0,-41.40545,62.80744
42,1,-57.312187,-18.154984
42,1,-46.327763,-33.928093
42,0,-8.501209,60.360043
42,0,9.537181,62.710358
42,1,-68.178246,-21.37254
42,0,-41.305412,30.119537
42,0,-30.055803,37.435417
42,0,-12.874162,-35.861927
42,0,-50.80662,32.557518
42,0,-36.013798,31.412376
42,0,17.63307,-56.516846
42,0,16.450483,64.00361
42,0,-14.24841,-32.44482
42,0,56.571632,44.738125
42,0,-10.448114,-11.0837145
42,0,-33.926567,49.20174
42,0,-31.607477,41.55874
42,0,38.084953,-55.424206
42,0,70.03107,9.013375
42,0,68.058044,30.429903
42,0,97.41369,-2.9298837
42,0,7.680445,-8.324023
42,0,-22.29147,-43.28547
42,0,75.851875,-12.739732
42,0,10.68011,11.483989
42,0,14.761071,-49.278942
42,0,-45.26669,30.148401
42,0,6.284866,-39.69304
42,0,1.9963101,-52.57018
42,0,-15.173289,16.804342
42,0,6.247781,-39.74156
42,1,-41.948544,-34.692062
42,0,41.2173,-10.124836
42,0,45.68463,31.123005
42,0,-12.3948765,-7.9425836
42,1,-42.95962,-23.597425
42,0,-9.442652,54.740715
42,0,38.26697,-55.94285
42,0,-30.079084,39.2146
42,0,-8.970092,58.086414
42,0,27.607903,15.1956415
42,0,-41.60467,62.594723
42,0,-9.080119,-72.348465
42,0,22.950829,-19.158367
42,0,75.167114,11.541996
42,0,77.12933,11.388834
42,0,-58.12119,-44.260983
42,0,-49.685246,45.150253
42,0,28.648169,11.437256
42,0,41.368954,-2.2653549
42,0,40.72044,-10.908322
42,1,-66.64217,-23.1638
42,0,-20.169895,68.06098
42,0,14.601082,48.647057
42,0,39.914608,-11.694974
42,0,93.71562,2.7130728
42,0,-14.874467,-13.942214
42,0,16.704172,25.7456
42,0,-22.462793,68.5956
42,0,42.241287,45.983406
42,0,-11.373231,38.39573
42,0,20.369846,-67.08551
42,1,-22.189358,-1.0270672
42,0,-1.1570328,13.005955
42,0,-34.014244,21.343561
42,0,37.737003,-39.113834
42,0,4.5027227,-72.261444
42,0,-16.858255,18.226078
42,0,-13.117026,14.162342
42,0,-8.259246,-13.548997
42,0,18.278105,-66.09018
42,0,-10.853274,-2.3103116
42,0,-5.498326,-10.667541
42,0,-48.28296,30.023375
42,0,-47.519302,39.55307
42,0,9.357597,-36.6078
42,0,-52.722565,46.721687
42,0,94.50501,3.4029772
42,0,-0.9991446,-64.86623
42,0,93.22191,2.4694948
42,0,71.64149,-23.048706
42,0,-29.14452,66.46287
42,0,-13.992342,-29.809069
42,0,36.891167,-50.48126
42,0,72.41199,15.090872
42,1,-40.270718,-46.42603
42,0,37.963745,-55.07909
42,0,-13.1607,44.715294
42,0,1.4876033,37.78195
42,0,-34.649128,-21.409903
42,0,-20.51727,30.118763
42,1,-44.626022,-18.494543
42,0,74.76061,-13.92264
42,0,-30.828133,65.41765
42,0,18.368086,-71.197205
42,0,35.326443,-14.310836
42,0,-25.136715,40.084133
42,0,-19.91666,-0.23029883
42,0,0.26193196,15.418894
42,0,-13.389737,13.587418
42,0,16.561144,-55.01005
42,0,45.332607,-58.380665
42,0,-5.0722847,-20.741137
42,0,33.400772,-53.268513
42,0,-41.656754,52.838383
42,0,43.69301,29.69728
42,0,-35.102463,-23.253624
42,0,44.415478,48.024956
42,0,-16.671263,-30.888199
42,0,-6.7599897,-15.233877
42,1,-42.740433,-24.149754
42,0,-11.74502,53.936325
42,0,68.89962,22.34723
42,0,82.14487,19.253357
42,0,-14.968446,-35.47792
42,0,22.533575,60.294907
42,0,-20.284355,67.13676
42,0,-13.286389,14.879654
42,0,15.192842,-54.425648
42,0,20.410295,48.362274
42,0,-55.171703,11.331367
42,0,22.696415,59.61773
42,0,69.791664,-8.906105
42,1,-43.281666,-40.41817
42,1,-38.836567,-34.85774
42,1,-16.534163,-4.81957
42,0,-10.776573,-69.94161
42,0,68.34408,10.403439
42,0,22.125542,-21.860342
42,1,-34.70712,23.580294
42,0,105.97351,-2.4146008
42,0,-24.318323,-43.87557
42,0,39.882565,-57.63206
42,0,12.226159,15.837748
42,0,-20.144152,70.0998
42,0,17.137407,24.399965
42,0,40.856125,-10.795312
42,0,41.199516,-54.84679
42,0,10.873332,-37.23407
42,1,-39.88614,-35.318623
42,0,-0.86850363,-67.38867
42,0,48.280525,-22.389265
42,0,35.36424,36.338696
42,0,57.260143,43.430607
42,0,-9.945872,-21.546644
42,0,-9.487777,-21.707678
42,0,6.641526,13.212265
42,0,17.339567,-71.2914
42,0,-3.083029,-24.391193
42,0,-1.2073987,-72.351074
42,0,-40.373463,64.94012
42,1,-39.39008,-33.618793
42,0,-35.318005,39.56365
42,0,-39.84887,59.78692
42,0,47.812786,-58.794697
42,0,-0.41280836,57.856037
42,0,-2.3733826,43.21785
42,0,27.39292,15.823803
42,0,-43.528908,63.47326
42,0,-40.609665,16.00598
42,0,43.818623,-53.505253
42,0,-62.609684,48.95346
42,0,-11.365535,53.34063
42,0,-81.1135,-4.7739134
42,0,-24.490044,-43.263073
42,1,-11.36128,-68.3598
42,0,-17.747185,-14.635729
42,1,-60.100357,-18.122852
42,0,-42.69836,57.703007
42,0,47.435215,-50.571102
42,1,-68.298515,-27.637955
42,0,-14.240837,55.54269
42,0,42.20606,-56.351566
42,0,82.15706,23.150782
42,0,82.59925,22.882963
42,0,16.89244,79.16233
42,0,6.7856903,18.118355
42,1,-53.900806,-20.343838
42,0,-14.942968,55.772358
42,0,15.526479,60.350853
42,0,-3.5604734,-17.341219
42,0,-13.043592,-35.886868
42,0,5.776284,-8.9503975
42,1,-14.563171,30.388186
42,0,4.2850075,-30.048914
42,0,-8.37792,-6.5678315
42,0,-22.446836,68.8187
42,0,19.165876,-71.31224
42,1,-65.9947,-22.73291
42,1,-39.87131,-35.225124
42,1,-40.538597,-36.668926
42,0,75.014175,11.314554
42,1,-42.93535,-23.503643
42,1,-69.278694,-21.029896
42,0,56.164326,43.886684
42,0,-33.47878,31.808811
42,1,-68.277725,-27.66059
42,0,-10.931622,-29.924562
42,1,-39.664467,-35.357925
42,0,-8.885078,-9.2858515
42,0,-43.732643,2.631565
42,0,-13.25805,62.19117
42,0,-9.6395,-9.398308
42,0,10.292247,-39.113434
42,0,49.94182,58.12076
42,0,-35.881653,-22.74628
42,1,-69.41233,-22.280638
42,0,-16.014275,-3.0074205
42,0,-21.660067,67.10798
42,0,22.236258,59.82989
42,0,42.15179,49.09972
42,0,-6.913446,-18.288576
42,0,19.75125,44.902267
42,0,82.37191,19.344162
42,0,-13.897705,54.987064
42,0,28.780886,17.48304
42,0,49.883972,-53.885784
42,0,24.99356,-31.070358
42,0,-7.125148,54.004726
42,0,-21.900778,-3.3380473
42,0,41.479713,-53.995647
42,0,-14.623825,-34.454227
42,0,-12.240737,-56.810314
42,0,-49.507423,30.448494
42,0,-3.5329654,-13.429471
42,0,40.65299,-11.780614
42,1,-63.460026,-23.69795
42,0,50.15874,58.295315
42,0,71.62443,8.648376
42,0,16.515432,-54.99648
42,0,40.9055,-11.975266
42,0,1.370248,-66.94669
42,0,75.76239,-13.146372
42,0,-9.860767,-21.11063
42,0,35.277554,-23.1219
42,0,-35.176456,6.960865
42,0,40.534035,-52.20362
42,0,-51.009754,27.989424
42,1,8.745229,-33.95363
42,0,-31.417126,42.28059
42,0,27.650608,32.574703
42,0,24.98532,-14.781778
42,0,16.271652,-71.786545
42,0,-25.822441,-46.23137
42,0,70.670944,19.785334
42,0,83.00884,19.58563
42,0,71.713875,8.6062355
42,0,21.097467,-2.636884
42,0,10.910228,34.759636
42,0,31.259449,-44.154995
42,0,42.22972,45.807747
42,0,30.290298,25.762213
42,0,-8.533518,51.65135
42,0,-28.029308,3.5882576
42,0,-20.923962,-5.5566754
42,1,-8.265704,38.111115
42,0,43.286583,-55.498768
42,0,42.195114,-58.559025
42,0,18.423565,30.006304
42,0,-7.1223397,-13.909848
42,0,-10.861949,-9.176767
42,0,79.809906,24.235523
42,0,82.05645,22.783289
42,1,-44.681,-35.74149
42,0,-13.51495,-40.718437
42,0,-27.799894,67.595215
42,0,-10.396427,-5.298789
42,1,-29.357994,39.123173
42,1,-64.41356,-23.469467
42,0,96.16227,-1.7612218
42,0,35.148987,-14.909112
42,0,-13.413575,-14.778168
42,0,20.507767,-12.69221
42,0,17.096365,5.9617352
42,0,43.67889,47.819653
42,0,53.66359,46.860783
42,0,10.902677,-37.19555
42,1,-43.5122,-46.94648
42,0,17.853466,-55.507248
42,0,2.6890264,9.9538965
42,0,0.32655674,15.305387
42,0,-8.703628,-10.985349
42,0,51.805607,47.613667
42,1,41.756176,5.8121977
42,0,-10.834019,70.73898
42,0,12.059337,-27.498587
42,0,-8.869309,-53.52394
42,0,10.706183,29.50074
42,0,32.256363,-28.094158
42,1,-11.4318695,-13.595896
42,0,-10.9068,-14.415666
42,1,-16.994238,31.95495
42,0,0.1976675,-68.44148
42,0,54.35728,-20.338116
42,0,-26.151302,24.366821
42,0,72.53291,17.543139
42,0,-39.33235,56.153877
